freq,sex,age,acl18,unit,geo\TIME_PERIOD	2020 
A,M,Y45-54,AC531,PTP_RT,FI	17.47 
A,M,Y45-54,AC531,PTP_RT,NO	3.94 
A,M,Y45-54,AC531,PTP_RT,RS	3.67 
A,M,Y45-54,AC531,PTP_TIME,AT	1:17 
A,M,Y45-54,AC531,PTP_TIME,BG	: u
A,M,Y45-54,AC531,PTP_TIME,DE	: u
A,M,Y45-54,AC531,PTP_TIME,EE	1:18 u
A,M,Y45-54,AC531,PTP_TIME,FI	1:36 
A,M,Y45-54,AC531,PTP_TIME,NO	1:46 u
A,M,Y45-54,AC531,PTP_TIME,RS	1:03 u
A,M,Y45-54,AC531,TIME_SP,AT	0:05 
A,M,Y45-54,AC531,TIME_SP,BG	0:01 
A,M,Y45-54,AC531,TIME_SP,DE	0:00 
A,M,Y45-54,AC531,TIME_SP,EE	0:04 
A,M,Y45-54,AC531,TIME_SP,FI	0:17 
A,M,Y45-54,AC531,TIME_SP,NO	0:04 
A,M,Y45-54,AC531,TIME_SP,RS	0:02 
A,M,Y45-54,AC72,PTP_RT,AT	10.24 
A,M,Y45-54,AC72,PTP_RT,BG	2.42 
A,M,Y45-54,AC72,PTP_RT,DE	15.16 
A,M,Y45-54,AC72,PTP_RT,EE	11.36 
A,M,Y45-54,AC72,PTP_RT,FI	15.66 
A,M,Y45-54,AC72,PTP_RT,NO	7.37 
A,M,Y45-54,AC72,PTP_RT,RS	5.50 
A,M,Y45-54,AC72,PTP_TIME,AT	1:35 
A,M,Y45-54,AC72,PTP_TIME,BG	0:53 u
A,M,Y45-54,AC72,PTP_TIME,DE	1:40 
A,M,Y45-54,AC72,PTP_TIME,EE	1:22 u
A,M,Y45-54,AC72,PTP_TIME,FI	1:19 
A,M,Y45-54,AC72,PTP_TIME,NO	1:53 u
A,M,Y45-54,AC72,PTP_TIME,RS	1:20 u
A,M,Y45-54,AC72,TIME_SP,AT	0:10 
A,M,Y45-54,AC72,TIME_SP,BG	0:01 
A,M,Y45-54,AC72,TIME_SP,DE	0:15 
A,M,Y45-54,AC72,TIME_SP,EE	0:09 
A,M,Y45-54,AC72,TIME_SP,FI	0:12 
A,M,Y45-54,AC72,TIME_SP,NO	0:08 
A,M,Y45-54,AC72,TIME_SP,RS	0:04 
A,M,Y45-54,AC81,PTP_RT,AT	20.67 
A,M,Y45-54,AC81,PTP_RT,BG	0.37 
A,M,Y45-54,AC81,PTP_RT,DE	12.10 
A,M,Y45-54,AC81,PTP_RT,EE	16.86 
A,M,Y45-54,AC81,PTP_RT,FI	35.53 
A,M,Y45-54,AC81,PTP_RT,NO	16.42 
A,M,Y45-54,AC81,PTP_RT,RS	5.84 
A,M,Y45-54,AC81,PTP_TIME,AT	0:56 
A,M,Y45-54,AC81,PTP_TIME,BG	: u
A,M,Y45-54,AC81,PTP_TIME,DE	0:50 
A,M,Y45-54,AC81,PTP_TIME,EE	0:50 
A,M,Y45-54,AC81,PTP_TIME,FI	1:02 
A,M,Y45-54,AC81,PTP_TIME,NO	1:01 
A,M,Y45-54,AC81,PTP_TIME,RS	0:57 u
A,M,Y45-54,AC81,TIME_SP,AT	0:12 
A,M,Y45-54,AC81,TIME_SP,BG	0:00 
A,M,Y45-54,AC81,TIME_SP,DE	0:06 
A,M,Y45-54,AC81,TIME_SP,EE	0:09 
A,M,Y45-54,AC81,TIME_SP,FI	0:22 
A,M,Y45-54,AC81,TIME_SP,NO	0:10 
A,M,Y45-54,AC81,TIME_SP,RS	0:03 
A,M,Y45-54,AC821,PTP_RT,AT	23.93 
A,M,Y45-54,AC821,PTP_RT,BG	51.40 
A,M,Y45-54,AC821,PTP_RT,DE	23.44 
A,M,Y45-54,AC821,PTP_RT,EE	32.45 
A,M,Y45-54,AC821,PTP_RT,FI	31.28 
A,M,Y45-54,AC821,PTP_RT,NO	21.87 
A,M,Y45-54,AC821,PTP_RT,RS	26.98 
A,M,Y45-54,AC821,PTP_TIME,AT	1:21 
A,M,Y45-54,AC821,PTP_TIME,BG	1:07 
A,M,Y45-54,AC821,PTP_TIME,DE	1:22 
A,M,Y45-54,AC821,PTP_TIME,EE	1:07 
A,M,Y45-54,AC821,PTP_TIME,FI	1:15 
A,M,Y45-54,AC821,PTP_TIME,NO	1:48 
A,M,Y45-54,AC821,PTP_TIME,RS	1:33 
A,M,Y45-54,AC821,TIME_SP,AT	0:19 
A,M,Y45-54,AC821,TIME_SP,BG	0:35 
A,M,Y45-54,AC821,TIME_SP,DE	0:19 
A,M,Y45-54,AC821,TIME_SP,EE	0:22 
A,M,Y45-54,AC821,TIME_SP,FI	0:23 
A,M,Y45-54,AC821,TIME_SP,NO	0:24 
A,M,Y45-54,AC821,TIME_SP,RS	0:25 
A,M,Y45-54,AC831,PTP_RT,AT	23.65 
A,M,Y45-54,AC831,PTP_RT,BG	26.53 
A,M,Y45-54,AC831,PTP_RT,DE	43.65 
A,M,Y45-54,AC831,PTP_RT,EE	31.07 
A,M,Y45-54,AC831,PTP_RT,FI	40.54 
A,M,Y45-54,AC831,PTP_RT,NO	22.70 
A,M,Y45-54,AC831,PTP_RT,RS	14.17 
A,M,Y45-54,AC831,PTP_TIME,AT	2:21 
A,M,Y45-54,AC831,PTP_TIME,BG	1:14 
A,M,Y45-54,AC831,PTP_TIME,DE	2:29 
A,M,Y45-54,AC831,PTP_TIME,EE	2:26 
A,M,Y45-54,AC831,PTP_TIME,FI	2:19 
A,M,Y45-54,AC831,PTP_TIME,NO	1:53 
A,M,Y45-54,AC831,PTP_TIME,RS	1:25 
A,M,Y45-54,AC831,TIME_SP,AT	0:33 
A,M,Y45-54,AC831,TIME_SP,BG	0:20 
A,M,Y45-54,AC831,TIME_SP,DE	1:05 
A,M,Y45-54,AC831,TIME_SP,EE	0:45 
A,M,Y45-54,AC831,TIME_SP,FI	0:56 
A,M,Y45-54,AC831,TIME_SP,NO	0:26 
A,M,Y45-54,AC831,TIME_SP,RS	0:12 
A,M,Y45-54,TOTAL,PTP_RT,AT	74.66 
A,M,Y45-54,TOTAL,PTP_RT,BG	96.37 
A,M,Y45-54,TOTAL,PTP_RT,DE	85.28 
A,M,Y45-54,TOTAL,PTP_RT,EE	80.09 
A,M,Y45-54,TOTAL,PTP_RT,FI	88.49 
A,M,Y45-54,TOTAL,PTP_RT,NO	71.07 
A,M,Y45-54,TOTAL,PTP_RT,RS	89.49 
A,M,Y45-54,TOTAL,PTP_TIME,AT	3:44 
A,M,Y45-54,TOTAL,PTP_TIME,BG	3:03 
A,M,Y45-54,TOTAL,PTP_TIME,DE	4:14 
A,M,Y45-54,TOTAL,PTP_TIME,EE	3:14 
A,M,Y45-54,TOTAL,PTP_TIME,FI	3:28 
A,M,Y45-54,TOTAL,PTP_TIME,NO	3:57 
A,M,Y45-54,TOTAL,PTP_TIME,RS	3:03 
A,M,Y45-54,TOTAL,TIME_SP,AT	2:47 
A,M,Y45-54,TOTAL,TIME_SP,BG	2:56 
A,M,Y45-54,TOTAL,TIME_SP,DE	3:37 
A,M,Y45-54,TOTAL,TIME_SP,EE	2:36 
A,M,Y45-54,TOTAL,TIME_SP,FI	3:04 
A,M,Y45-54,TOTAL,TIME_SP,NO	2:48 
A,M,Y45-54,TOTAL,TIME_SP,RS	2:44 
A,M,Y45-64,AC021,PTP_RT,AT	19.07 
A,M,Y45-64,AC021,PTP_RT,BG	2.03 
A,M,Y45-64,AC021,PTP_RT,DE	16.71 
A,M,Y45-64,AC021,PTP_RT,EE	5.29 
A,M,Y45-64,AC021,PTP_RT,FI	19.27 
A,M,Y45-64,AC021,PTP_RT,NO	18.38 
A,M,Y45-64,AC021,PTP_RT,RS	21.96 
A,M,Y45-64,AC021,PTP_TIME,AT	1:25 
A,M,Y45-64,AC021,PTP_TIME,BG	0:56 u
A,M,Y45-64,AC021,PTP_TIME,DE	1:13 
A,M,Y45-64,AC021,PTP_TIME,EE	1:04 u
A,M,Y45-64,AC021,PTP_TIME,FI	0:53 
A,M,Y45-64,AC021,PTP_TIME,NO	2:10 
A,M,Y45-64,AC021,PTP_TIME,RS	0:52 
A,M,Y45-64,AC021,TIME_SP,AT	0:16 
A,M,Y45-64,AC021,TIME_SP,BG	0:01 
A,M,Y45-64,AC021,TIME_SP,DE	0:12 
A,M,Y45-64,AC021,TIME_SP,EE	0:03 
A,M,Y45-64,AC021,TIME_SP,FI	0:10 
A,M,Y45-64,AC021,TIME_SP,NO	0:24 
A,M,Y45-64,AC021,TIME_SP,RS	0:12 
A,M,Y45-64,AC121,PTP_RT,AT	11.12 
A,M,Y45-64,AC121,PTP_RT,BG	33.79 
A,M,Y45-64,AC121,PTP_RT,DE	23.15 
A,M,Y45-64,AC121,PTP_RT,EE	29.23 
A,M,Y45-64,AC121,PTP_RT,FI	21.06 
A,M,Y45-64,AC121,PTP_RT,NO	1.23 
A,M,Y45-64,AC121,PTP_RT,RS	41.42 
A,M,Y45-64,AC121,PTP_TIME,AT	0:38 
A,M,Y45-64,AC121,PTP_TIME,BG	0:48 
A,M,Y45-64,AC121,PTP_TIME,DE	0:38 
A,M,Y45-64,AC121,PTP_TIME,EE	0:42 
A,M,Y45-64,AC121,PTP_TIME,FI	0:36 
A,M,Y45-64,AC121,PTP_TIME,NO	: u
A,M,Y45-64,AC121,PTP_TIME,RS	0:45 
A,M,Y45-64,AC121,TIME_SP,AT	0:04 
A,M,Y45-64,AC121,TIME_SP,BG	0:16 
A,M,Y45-64,AC121,TIME_SP,DE	0:09 
A,M,Y45-64,AC121,TIME_SP,EE	0:12 
A,M,Y45-64,AC121,TIME_SP,FI	0:08 
A,M,Y45-64,AC121,TIME_SP,NO	0:03 
A,M,Y45-64,AC121,TIME_SP,RS	0:19 
A,M,Y45-64,AC38,PTP_RT,AT	3.76 
A,M,Y45-64,AC38,PTP_RT,BG	3.41 
A,M,Y45-64,AC38,PTP_RT,DE	4.89 
A,M,Y45-64,AC38,PTP_RT,EE	3.05 
A,M,Y45-64,AC38,PTP_RT,FI	2.81 
A,M,Y45-64,AC38,PTP_RT,NO	3.25 
A,M,Y45-64,AC38,PTP_RT,RS	3.46 
A,M,Y45-64,AC38,PTP_TIME,AT	1:21 
A,M,Y45-64,AC38,PTP_TIME,BG	0:50 u
A,M,Y45-64,AC38,PTP_TIME,DE	1:54 
A,M,Y45-64,AC38,PTP_TIME,EE	0:50 u
A,M,Y45-64,AC38,PTP_TIME,FI	0:53 u
A,M,Y45-64,AC38,PTP_TIME,NO	1:03 u
A,M,Y45-64,AC38,PTP_TIME,RS	0:55 u
A,M,Y45-64,AC38,TIME_SP,AT	0:03 
A,M,Y45-64,AC38,TIME_SP,BG	0:02 
A,M,Y45-64,AC38,TIME_SP,DE	0:06 
A,M,Y45-64,AC38,TIME_SP,EE	0:02 
A,M,Y45-64,AC38,TIME_SP,FI	0:01 
A,M,Y45-64,AC38,TIME_SP,NO	0:02 
A,M,Y45-64,AC38,TIME_SP,RS	0:02 
A,M,Y45-64,AC3_713_X_38,PTP_RT,AT	18.62 
A,M,Y45-64,AC3_713_X_38,PTP_RT,BG	0.87 
A,M,Y45-64,AC3_713_X_38,PTP_RT,DE	20.88 
A,M,Y45-64,AC3_713_X_38,PTP_RT,EE	8.46 
A,M,Y45-64,AC3_713_X_38,PTP_RT,FI	11.55 
A,M,Y45-64,AC3_713_X_38,PTP_RT,NO	21.33 
A,M,Y45-64,AC3_713_X_38,PTP_RT,RS	11.06 
A,M,Y45-64,AC3_713_X_38,PTP_TIME,AT	1:07 
A,M,Y45-64,AC3_713_X_38,PTP_TIME,BG	: u
A,M,Y45-64,AC3_713_X_38,PTP_TIME,DE	0:42 
A,M,Y45-64,AC3_713_X_38,PTP_TIME,EE	0:49 
A,M,Y45-64,AC3_713_X_38,PTP_TIME,FI	0:54 
A,M,Y45-64,AC3_713_X_38,PTP_TIME,NO	1:53 
A,M,Y45-64,AC3_713_X_38,PTP_TIME,RS	0:29 
A,M,Y45-64,AC3_713_X_38,TIME_SP,AT	0:12 
A,M,Y45-64,AC3_713_X_38,TIME_SP,BG	0:00 
A,M,Y45-64,AC3_713_X_38,TIME_SP,DE	0:09 
A,M,Y45-64,AC3_713_X_38,TIME_SP,EE	0:04 
A,M,Y45-64,AC3_713_X_38,TIME_SP,FI	0:06 
A,M,Y45-64,AC3_713_X_38,TIME_SP,NO	0:24 
A,M,Y45-64,AC3_713_X_38,TIME_SP,RS	0:03 
A,M,Y45-64,AC511,PTP_RT,AT	18.74 
A,M,Y45-64,AC511,PTP_RT,BG	54.50 
A,M,Y45-64,AC511,PTP_RT,DE	24.23 
A,M,Y45-64,AC511,PTP_RT,EE	22.90 
A,M,Y45-64,AC511,PTP_RT,FI	6.39 
A,M,Y45-64,AC511,PTP_RT,NO	2.31 
A,M,Y45-64,AC511,PTP_RT,RS	43.39 
A,M,Y45-64,AC511,PTP_TIME,AT	1:28 
A,M,Y45-64,AC511,PTP_TIME,BG	1:36 
A,M,Y45-64,AC511,PTP_TIME,DE	2:05 
A,M,Y45-64,AC511,PTP_TIME,EE	1:31 
A,M,Y45-64,AC511,PTP_TIME,FI	1:24 
A,M,Y45-64,AC511,PTP_TIME,NO	1:06 u
A,M,Y45-64,AC511,PTP_TIME,RS	1:49 
A,M,Y45-64,AC511,TIME_SP,AT	0:16 
A,M,Y45-64,AC511,TIME_SP,BG	0:53 
A,M,Y45-64,AC511,TIME_SP,DE	0:30 
A,M,Y45-64,AC511,TIME_SP,EE	0:21 
A,M,Y45-64,AC511,TIME_SP,FI	0:05 
A,M,Y45-64,AC511,TIME_SP,NO	0:02 
A,M,Y45-64,AC511,TIME_SP,RS	0:47 
A,M,Y45-64,AC512_513_519,PTP_RT,AT	17.26 
A,M,Y45-64,AC512_513_519,PTP_RT,BG	40.76 
A,M,Y45-64,AC512_513_519,PTP_RT,DE	24.31 
A,M,Y45-64,AC512_513_519,PTP_RT,EE	16.50 
A,M,Y45-64,AC512_513_519,PTP_RT,FI	8.22 
A,M,Y45-64,AC512_513_519,PTP_RT,NO	16.35 
A,M,Y45-64,AC512_513_519,PTP_RT,RS	27.22 
A,M,Y45-64,AC512_513_519,PTP_TIME,AT	2:05 
A,M,Y45-64,AC512_513_519,PTP_TIME,BG	1:33 
A,M,Y45-64,AC512_513_519,PTP_TIME,DE	2:08 
A,M,Y45-64,AC512_513_519,PTP_TIME,EE	1:59 
A,M,Y45-64,AC512_513_519,PTP_TIME,FI	1:26 
A,M,Y45-64,AC512_513_519,PTP_TIME,NO	2:14 
A,M,Y45-64,AC512_513_519,PTP_TIME,RS	1:31 
A,M,Y45-64,AC512_513_519,TIME_SP,AT	0:22 
A,M,Y45-64,AC512_513_519,TIME_SP,BG	0:38 
A,M,Y45-64,AC512_513_519,TIME_SP,DE	0:31 
A,M,Y45-64,AC512_513_519,TIME_SP,EE	0:20 
A,M,Y45-64,AC512_513_519,TIME_SP,FI	0:07 
A,M,Y45-64,AC512_513_519,TIME_SP,NO	0:22 
A,M,Y45-64,AC512_513_519,TIME_SP,RS	0:25 
A,M,Y45-64,AC514-516,PTP_RT,AT	21.22 
A,M,Y45-64,AC514-516,PTP_RT,BG	13.52 
A,M,Y45-64,AC514-516,PTP_RT,DE	15.88 
A,M,Y45-64,AC514-516,PTP_RT,EE	7.82 
A,M,Y45-64,AC514-516,PTP_RT,FI	11.92 
A,M,Y45-64,AC514-516,PTP_RT,NO	23.25 
A,M,Y45-64,AC514-516,PTP_RT,RS	21.74 
A,M,Y45-64,AC514-516,PTP_TIME,AT	1:20 
A,M,Y45-64,AC514-516,PTP_TIME,BG	0:43 
A,M,Y45-64,AC514-516,PTP_TIME,DE	1:23 
A,M,Y45-64,AC514-516,PTP_TIME,EE	0:39 
A,M,Y45-64,AC514-516,PTP_TIME,FI	1:12 
A,M,Y45-64,AC514-516,PTP_TIME,NO	2:01 
A,M,Y45-64,AC514-516,PTP_TIME,RS	0:43 
A,M,Y45-64,AC514-516,TIME_SP,AT	0:17 
A,M,Y45-64,AC514-516,TIME_SP,BG	0:06 
A,M,Y45-64,AC514-516,TIME_SP,DE	0:13 
A,M,Y45-64,AC514-516,TIME_SP,EE	0:03 
A,M,Y45-64,AC514-516,TIME_SP,FI	0:09 
A,M,Y45-64,AC514-516,TIME_SP,NO	0:28 
A,M,Y45-64,AC514-516,TIME_SP,RS	0:09 
A,M,Y45-64,AC531,PTP_RT,AT	6.95 
A,M,Y45-64,AC531,PTP_RT,BG	1.45 
A,M,Y45-64,AC531,PTP_RT,DE	0.10 
A,M,Y45-64,AC531,PTP_RT,EE	6.37 
A,M,Y45-64,AC531,PTP_RT,FI	16.08 
A,M,Y45-64,AC531,PTP_RT,NO	3.91 
A,M,Y45-64,AC531,PTP_RT,RS	4.17 
A,M,Y45-64,AC531,PTP_TIME,AT	1:11 
A,M,Y45-64,AC531,PTP_TIME,BG	0:36 u
A,M,Y45-64,AC531,PTP_TIME,DE	: u
A,M,Y45-64,AC531,PTP_TIME,EE	1:17 
A,M,Y45-64,AC531,PTP_TIME,FI	1:25 
A,M,Y45-64,AC531,PTP_TIME,NO	1:32 u
A,M,Y45-64,AC531,PTP_TIME,RS	1:10 
A,M,Y45-64,AC531,TIME_SP,AT	0:05 
A,M,Y45-64,AC531,TIME_SP,BG	0:01 
A,M,Y45-64,AC531,TIME_SP,DE	0:00 
A,M,Y45-64,AC531,TIME_SP,EE	0:05 
A,M,Y45-64,AC531,TIME_SP,FI	0:14 
A,M,Y45-64,AC531,TIME_SP,NO	0:04 
A,M,Y45-64,AC531,TIME_SP,RS	0:03 
A,M,Y45-64,AC72,PTP_RT,AT	9.43 
A,M,Y45-64,AC72,PTP_RT,BG	2.03 
A,M,Y45-64,AC72,PTP_RT,DE	13.90 
A,M,Y45-64,AC72,PTP_RT,EE	8.95 
A,M,Y45-64,AC72,PTP_RT,FI	15.28 
A,M,Y45-64,AC72,PTP_RT,NO	7.82 
A,M,Y45-64,AC72,PTP_RT,RS	3.79 
A,M,Y45-64,AC72,PTP_TIME,AT	1:34 
A,M,Y45-64,AC72,PTP_TIME,BG	0:53 u
A,M,Y45-64,AC72,PTP_TIME,DE	1:40 
A,M,Y45-64,AC72,PTP_TIME,EE	1:14 
A,M,Y45-64,AC72,PTP_TIME,FI	1:21 
A,M,Y45-64,AC72,PTP_TIME,NO	1:53 
A,M,Y45-64,AC72,PTP_TIME,RS	1:21 u
A,M,Y45-64,AC72,TIME_SP,AT	0:09 
A,M,Y45-64,AC72,TIME_SP,BG	0:01 
A,M,Y45-64,AC72,TIME_SP,DE	0:14 
A,M,Y45-64,AC72,TIME_SP,EE	0:07 
A,M,Y45-64,AC72,TIME_SP,FI	0:12 
A,M,Y45-64,AC72,TIME_SP,NO	0:09 
A,M,Y45-64,AC72,TIME_SP,RS	0:03 
A,M,Y45-64,AC81,PTP_RT,AT	24.73 
A,M,Y45-64,AC81,PTP_RT,BG	0.85 
A,M,Y45-64,AC81,PTP_RT,DE	14.57 
A,M,Y45-64,AC81,PTP_RT,EE	15.07 
A,M,Y45-64,AC81,PTP_RT,FI	36.09 
A,M,Y45-64,AC81,PTP_RT,NO	21.19 
A,M,Y45-64,AC81,PTP_RT,RS	6.20 
A,M,Y45-64,AC81,PTP_TIME,AT	1:00 
A,M,Y45-64,AC81,PTP_TIME,BG	0:45 u
A,M,Y45-64,AC81,PTP_TIME,DE	0:57 
A,M,Y45-64,AC81,PTP_TIME,EE	0:48 
A,M,Y45-64,AC81,PTP_TIME,FI	1:00 
A,M,Y45-64,AC81,PTP_TIME,NO	1:16 
A,M,Y45-64,AC81,PTP_TIME,RS	0:50 
A,M,Y45-64,AC81,TIME_SP,AT	0:15 
A,M,Y45-64,AC81,TIME_SP,BG	0:00 
A,M,Y45-64,AC81,TIME_SP,DE	0:08 
A,M,Y45-64,AC81,TIME_SP,EE	0:07 
A,M,Y45-64,AC81,TIME_SP,FI	0:22 
A,M,Y45-64,AC81,TIME_SP,NO	0:16 
A,M,Y45-64,AC81,TIME_SP,RS	0:03 
A,M,Y45-64,AC821,PTP_RT,AT	23.91 
A,M,Y45-64,AC821,PTP_RT,BG	52.39 
A,M,Y45-64,AC821,PTP_RT,DE	24.81 
A,M,Y45-64,AC821,PTP_RT,EE	32.88 
A,M,Y45-64,AC821,PTP_RT,FI	29.47 
A,M,Y45-64,AC821,PTP_RT,NO	23.42 
A,M,Y45-64,AC821,PTP_RT,RS	30.14 
A,M,Y45-64,AC821,PTP_TIME,AT	1:18 
A,M,Y45-64,AC821,PTP_TIME,BG	1:09 
A,M,Y45-64,AC821,PTP_TIME,DE	1:21 
A,M,Y45-64,AC821,PTP_TIME,EE	1:10 
A,M,Y45-64,AC821,PTP_TIME,FI	1:13 
A,M,Y45-64,AC821,PTP_TIME,NO	1:45 
A,M,Y45-64,AC821,PTP_TIME,RS	1:27 
A,M,Y45-64,AC821,TIME_SP,AT	0:19 
A,M,Y45-64,AC821,TIME_SP,BG	0:36 
A,M,Y45-64,AC821,TIME_SP,DE	0:20 
A,M,Y45-64,AC821,TIME_SP,EE	0:23 
A,M,Y45-64,AC821,TIME_SP,FI	0:21 
A,M,Y45-64,AC821,TIME_SP,NO	0:25 
A,M,Y45-64,AC821,TIME_SP,RS	0:26 
A,M,Y45-64,AC831,PTP_RT,AT	27.90 
A,M,Y45-64,AC831,PTP_RT,BG	25.25 
A,M,Y45-64,AC831,PTP_RT,DE	47.14 
A,M,Y45-64,AC831,PTP_RT,EE	32.49 
A,M,Y45-64,AC831,PTP_RT,FI	42.13 
A,M,Y45-64,AC831,PTP_RT,NO	20.99 
A,M,Y45-64,AC831,PTP_RT,RS	13.71 
A,M,Y45-64,AC831,PTP_TIME,AT	2:06 
A,M,Y45-64,AC831,PTP_TIME,BG	1:14 
A,M,Y45-64,AC831,PTP_TIME,DE	2:30 
A,M,Y45-64,AC831,PTP_TIME,EE	2:03 
A,M,Y45-64,AC831,PTP_TIME,FI	2:25 
A,M,Y45-64,AC831,PTP_TIME,NO	1:59 
A,M,Y45-64,AC831,PTP_TIME,RS	1:30 
A,M,Y45-64,AC831,TIME_SP,AT	0:35 
A,M,Y45-64,AC831,TIME_SP,BG	0:19 
A,M,Y45-64,AC831,TIME_SP,DE	1:11 
A,M,Y45-64,AC831,TIME_SP,EE	0:40 
A,M,Y45-64,AC831,TIME_SP,FI	1:01 
A,M,Y45-64,AC831,TIME_SP,NO	0:25 
A,M,Y45-64,AC831,TIME_SP,RS	0:12 
A,M,Y45-64,TOTAL,PTP_RT,AT	77.83 
A,M,Y45-64,TOTAL,PTP_RT,BG	94.98 
A,M,Y45-64,TOTAL,PTP_RT,DE	86.26 
A,M,Y45-64,TOTAL,PTP_RT,EE	77.52 
A,M,Y45-64,TOTAL,PTP_RT,FI	86.10 
A,M,Y45-64,TOTAL,PTP_RT,NO	71.38 
A,M,Y45-64,TOTAL,PTP_RT,RS	88.89 
A,M,Y45-64,TOTAL,PTP_TIME,AT	3:43 
A,M,Y45-64,TOTAL,PTP_TIME,BG	3:02 
A,M,Y45-64,TOTAL,PTP_TIME,DE	4:18 
A,M,Y45-64,TOTAL,PTP_TIME,EE	3:09 
A,M,Y45-64,TOTAL,PTP_TIME,FI	3:25 
A,M,Y45-64,TOTAL,PTP_TIME,NO	4:16 
A,M,Y45-64,TOTAL,PTP_TIME,RS	3:05 
A,M,Y45-64,TOTAL,TIME_SP,AT	2:53 
A,M,Y45-64,TOTAL,TIME_SP,BG	2:53 
A,M,Y45-64,TOTAL,TIME_SP,DE	3:43 
A,M,Y45-64,TOTAL,TIME_SP,EE	2:26 
A,M,Y45-64,TOTAL,TIME_SP,FI	2:57 
A,M,Y45-64,TOTAL,TIME_SP,NO	3:02 
A,M,Y45-64,TOTAL,TIME_SP,RS	2:44 
A,M,Y55-64,AC021,PTP_RT,AT	20.93 
A,M,Y55-64,AC021,PTP_RT,BG	1.39 
A,M,Y55-64,AC021,PTP_RT,DE	19.57 
A,M,Y55-64,AC021,PTP_RT,EE	5.76 
A,M,Y55-64,AC021,PTP_RT,FI	16.43 
A,M,Y55-64,AC021,PTP_RT,NO	20.77 
A,M,Y55-64,AC021,PTP_RT,RS	18.56 
A,M,Y55-64,AC021,PTP_TIME,AT	1:27 
A,M,Y55-64,AC021,PTP_TIME,BG	: u
A,M,Y55-64,AC021,PTP_TIME,DE	1:10 
A,M,Y55-64,AC021,PTP_TIME,EE	: u
A,M,Y55-64,AC021,PTP_TIME,FI	1:03 
A,M,Y55-64,AC021,PTP_TIME,NO	2:26 
A,M,Y55-64,AC021,PTP_TIME,RS	0:53 
A,M,Y55-64,AC021,TIME_SP,AT	0:18 
A,M,Y55-64,AC021,TIME_SP,BG	0:01 
A,M,Y55-64,AC021,TIME_SP,DE	0:14 
A,M,Y55-64,AC021,TIME_SP,EE	0:05 
A,M,Y55-64,AC021,TIME_SP,FI	0:10 
A,M,Y55-64,AC021,TIME_SP,NO	0:30 
A,M,Y55-64,AC021,TIME_SP,RS	0:10 
A,M,Y55-64,AC121,PTP_RT,AT	9.86 
A,M,Y55-64,AC121,PTP_RT,BG	28.29 
A,M,Y55-64,AC121,PTP_RT,DE	20.24 
A,M,Y55-64,AC121,PTP_RT,EE	27.57 
A,M,Y55-64,AC121,PTP_RT,FI	18.22 
A,M,Y55-64,AC121,PTP_RT,NO	0.40 
A,M,Y55-64,AC121,PTP_RT,RS	31.96 
A,M,Y55-64,AC121,PTP_TIME,AT	0:37 
A,M,Y55-64,AC121,PTP_TIME,BG	0:45 
A,M,Y55-64,AC121,PTP_TIME,DE	0:38 
A,M,Y55-64,AC121,PTP_TIME,EE	0:38 
A,M,Y55-64,AC121,PTP_TIME,FI	0:35 
A,M,Y55-64,AC121,PTP_TIME,NO	: u
A,M,Y55-64,AC121,PTP_TIME,RS	0:47 
A,M,Y55-64,AC121,TIME_SP,AT	0:04 
A,M,Y55-64,AC121,TIME_SP,BG	0:13 
A,M,Y55-64,AC121,TIME_SP,DE	0:08 
A,M,Y55-64,AC121,TIME_SP,EE	0:10 
A,M,Y55-64,AC121,TIME_SP,FI	0:06 
A,M,Y55-64,AC121,TIME_SP,NO	0:01 
A,M,Y55-64,AC121,TIME_SP,RS	0:15 
A,M,Y55-64,AC38,PTP_RT,AT	1.05 
A,M,Y55-64,AC38,PTP_RT,BG	1.00 
A,M,Y55-64,AC38,PTP_RT,DE	1.15 
A,M,Y55-64,AC38,PTP_RT,EE	1.08 
A,M,Y55-64,AC38,PTP_RT,FI	0.41 
A,M,Y55-64,AC38,PTP_RT,NO	0.90 
A,M,Y55-64,AC38,PTP_RT,RS	1.84 
A,M,Y55-64,AC38,PTP_TIME,AT	: u
A,M,Y55-64,AC38,PTP_TIME,BG	: u
A,M,Y55-64,AC38,PTP_TIME,DE	1:42 
A,M,Y55-64,AC38,PTP_TIME,EE	: u
A,M,Y55-64,AC38,PTP_TIME,FI	: u
A,M,Y55-64,AC38,PTP_TIME,NO	: u
A,M,Y55-64,AC38,PTP_TIME,RS	: u
A,M,Y55-64,AC38,TIME_SP,AT	0:01 
A,M,Y55-64,AC38,TIME_SP,BG	0:00 
A,M,Y55-64,AC38,TIME_SP,DE	0:01 
A,M,Y55-64,AC38,TIME_SP,EE	0:01 
A,M,Y55-64,AC38,TIME_SP,FI	0:00 
A,M,Y55-64,AC38,TIME_SP,NO	0:01 
A,M,Y55-64,AC38,TIME_SP,RS	0:01 
A,M,Y55-64,AC3_713_X_38,PTP_RT,AT	19.67 
A,M,Y55-64,AC3_713_X_38,PTP_RT,BG	0.76 
A,M,Y55-64,AC3_713_X_38,PTP_RT,DE	22.65 
A,M,Y55-64,AC3_713_X_38,PTP_RT,EE	8.19 
A,M,Y55-64,AC3_713_X_38,PTP_RT,FI	11.43 
