A,F,H0040-0049,AC4-8_998_X_713_821,PTP_RT,AT	2.55 
A,F,H0040-0049,AC4-8_998_X_713_821,PTP_RT,BG	0.99 
A,F,H0040-0049,AC4-8_998_X_713_821,PTP_RT,DE	2.95 
A,F,H0040-0049,AC4-8_998_X_713_821,PTP_RT,EE	2.34 
A,F,H0040-0049,AC4-8_998_X_713_821,PTP_RT,FI	3.50 
A,F,H0040-0049,AC4-8_998_X_713_821,PTP_RT,NO	6.06 
A,F,H0040-0049,AC4-8_998_X_713_821,PTP_RT,RS	1.23 
A,F,H0040-0049,AC821,PTP_RT,AT	1.18 
A,F,H0040-0049,AC821,PTP_RT,BG	0.57 
A,F,H0040-0049,AC821,PTP_RT,DE	1.59 
A,F,H0040-0049,AC821,PTP_RT,EE	1.79 
A,F,H0040-0049,AC821,PTP_RT,FI	2.14 
A,F,H0040-0049,AC821,PTP_RT,NO	3.19 
A,F,H0040-0049,AC821,PTP_RT,RS	1.47 
A,F,H0040-0049,AC910_920,PTP_RT,AT	0.01 
A,F,H0040-0049,AC910_920,PTP_RT,BG	0.03 
A,F,H0040-0049,AC910_920,PTP_RT,DE	0.02 
A,F,H0040-0049,AC910_920,PTP_RT,EE	0.02 
A,F,H0040-0049,AC910_920,PTP_RT,FI	0.00 
A,F,H0040-0049,AC910_920,PTP_RT,NO	0.23 
A,F,H0040-0049,AC910_920,PTP_RT,RS	0.00 
A,F,H0040-0049,AC995-999,PTP_RT,AT	0.03 
A,F,H0040-0049,AC995-999,PTP_RT,BG	0.06 
A,F,H0040-0049,AC995-999,PTP_RT,DE	0.11 
A,F,H0040-0049,AC995-999,PTP_RT,EE	0.76 
A,F,H0040-0049,AC995-999,PTP_RT,FI	2.18 
A,F,H0040-0049,AC995-999,PTP_RT,NO	0.18 
A,F,H0040-0049,AC995-999,PTP_RT,RS	0.10 
A,F,H0040-0049,TOTAL,PTP_RT,AT	100.0 
A,F,H0040-0049,TOTAL,PTP_RT,BG	100.0 
A,F,H0040-0049,TOTAL,PTP_RT,DE	100.0 
A,F,H0040-0049,TOTAL,PTP_RT,EE	100.0 
A,F,H0040-0049,TOTAL,PTP_RT,FI	100.0 
A,F,H0040-0049,TOTAL,PTP_RT,NO	100.0 
A,F,H0040-0049,TOTAL,PTP_RT,RS	100.0 
A,F,H0050-0059,AC021,PTP_RT,AT	0.18 
A,F,H0050-0059,AC021,PTP_RT,BG	0.05 
A,F,H0050-0059,AC021,PTP_RT,DE	0.14 
A,F,H0050-0059,AC021,PTP_RT,EE	0.06 
A,F,H0050-0059,AC021,PTP_RT,FI	0.20 
A,F,H0050-0059,AC021,PTP_RT,NO	0.33 
A,F,H0050-0059,AC021,PTP_RT,RS	0.07 
A,F,H0050-0059,AC0_X_021,PTP_RT,AT	95.34 
A,F,H0050-0059,AC0_X_021,PTP_RT,BG	98.11 
A,F,H0050-0059,AC0_X_021,PTP_RT,DE	94.61 
A,F,H0050-0059,AC0_X_021,PTP_RT,EE	94.49 
A,F,H0050-0059,AC0_X_021,PTP_RT,FI	91.38 
A,F,H0050-0059,AC0_X_021,PTP_RT,NO	88.65 
A,F,H0050-0059,AC0_X_021,PTP_RT,RS	96.47 
A,F,H0050-0059,AC1_2,PTP_RT,AT	0.48 
A,F,H0050-0059,AC1_2,PTP_RT,BG	0.24 
A,F,H0050-0059,AC1_2,PTP_RT,DE	0.35 
