freq,sex,wstatus,acl18,unit,geo\TIME_PERIOD	2020 
A,F,EMP,AC3_713,TIME_SP,AT	3:26 
A,F,EMP,AC3_713,TIME_SP,BG	3:12 
A,F,EMP,AC3_713,TIME_SP,DE	3:13 
A,F,EMP,AC3_713,TIME_SP,EE	2:50 
A,F,EMP,AC3_713,TIME_SP,FI	3:01 
A,F,EMP,AC3_713,TIME_SP,NO	3:07 
A,F,EMP,AC3_713,TIME_SP,RS	3:11 
A,F,EMP,AC4,PTP_RT,AT	12.40 
A,F,EMP,AC4,PTP_RT,BG	2.82 
A,F,EMP,AC4,PTP_RT,DE	13.32 
A,F,EMP,AC4,PTP_RT,EE	9.43 
A,F,EMP,AC4,PTP_RT,FI	11.71 
A,F,EMP,AC4,PTP_RT,NO	8.97 
A,F,EMP,AC4,PTP_RT,RS	3.32 
A,F,EMP,AC4,PTP_TIME,AT	1:54 
A,F,EMP,AC4,PTP_TIME,BG	1:44 
A,F,EMP,AC4,PTP_TIME,DE	1:54 
A,F,EMP,AC4,PTP_TIME,EE	1:38 
A,F,EMP,AC4,PTP_TIME,FI	1:39 
A,F,EMP,AC4,PTP_TIME,NO	2:07 
A,F,EMP,AC4,PTP_TIME,RS	2:00 
A,F,EMP,AC4,TIME_SP,AT	0:14 
A,F,EMP,AC4,TIME_SP,BG	0:03 
A,F,EMP,AC4,TIME_SP,DE	0:15 
A,F,EMP,AC4,TIME_SP,EE	0:09 
A,F,EMP,AC4,TIME_SP,FI	0:12 
A,F,EMP,AC4,TIME_SP,NO	0:11 
A,F,EMP,AC4,TIME_SP,RS	0:04 
A,F,EMP,AC4-8_998_X_713,PTP_RT,AT	97.28 
A,F,EMP,AC4-8_998_X_713,PTP_RT,BG	95.27 
A,F,EMP,AC4-8_998_X_713,PTP_RT,DE	97.45 
A,F,EMP,AC4-8_998_X_713,PTP_RT,EE	97.13 
